timestamp,block_id,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09
2018-04-02 08:52:00,197,2.448669,48.4375,51.47569,43.48958,652.8936,81.27738000000001,13.715279999999998,16.16753,15.73351,15.05353
2018-04-02 08:58:00,197,2.4399038016130725,49.04514,51.5191,43.576385498046896,645.4861,76.75798,13.59954,16.124129999999997,15.49479,15.02586445218891
2018-04-02 08:54:00,197,2.448669,48.26389,51.6059,43.4895820617676,620.3704,81.59356,13.628470000000002,16.13136,15.69734,15.08247
2018-04-02 08:59:00,197,2.449653,48.56771,51.5191,43.576385498046896,637.2686,77.60526999999999,13.614,16.124129999999997,15.65393,15.11863
2018-04-02 08:51:00,197,2.46441,48.4809,51.5191,43.44618,642.9398,82.67394,13.5923,16.21094,15.84925,15.08247
2018-04-02 08:56:00,197,2.412877767196917,48.35069,51.47569,43.57639,636.6898,78.93169,13.55613,16.2037,15.84925,14.94871695742468
2018-04-02 08:57:00,197,2.4297223433342894,49.001740000000005,51.47569,43.576385498046896,641.5509,81.71888,13.5923,16.1603,15.73351,14.966002379284015
2018-04-02 08:53:00,197,2.46441,48.3941,51.47569,43.4895820617676,641.6666,82.29955,13.64294,16.16753,15.73351,15.08247
2018-04-02 08:50:00,197,2.449653,48.35069,51.47569,43.4461784362793,638.0787,83.16328,13.628470000000002,16.21094,15.84925,15.08247
2018-04-02 08:55:00,197,2.447953404796154,48.91493,51.5191,43.48958,626.0416,82.26312,13.64294,16.2037,15.41522,15.033500575355362
2018-04-02 08:53:00,197,2.46441,48.3941,51.47569,43.4895820617676,641.6666,82.29955,13.64294,16.16753,15.73351,15.08247
2018-04-02 08:58:00,197,2.4399038016130725,49.04514,51.5191,43.576385498046896,645.4861,76.75798,13.59954,16.124129999999997,15.49479,15.02586445218891
2018-04-02 08:54:00,197,2.448669,48.26389,51.6059,43.4895820617676,620.3704,81.59356,13.628470000000002,16.13136,15.69734,15.08247
2018-04-02 08:59:00,197,2.449653,48.56771,51.5191,43.576385498046896,637.2686,77.60526999999999,13.614,16.124129999999997,15.65393,15.11863
2018-04-02 08:52:00,197,2.448669,48.4375,51.47569,43.48958,652.8936,81.27738000000001,13.715279999999998,16.16753,15.73351,15.05353
2018-04-02 08:56:00,197,2.412877767196917,48.35069,51.47569,43.57639,636.6898,78.93169,13.55613,16.2037,15.84925,14.94871695742468
2018-04-02 08:50:00,197,2.449653,48.35069,51.47569,43.4461784362793,638.0787,83.16328,13.628470000000002,16.21094,15.84925,15.08247
2018-04-02 08:51:00,197,2.46441,48.4809,51.5191,43.44618,642.9398,82.67394,13.5923,16.21094,15.84925,15.08247
2018-04-02 08:55:00,197,2.447953404796154,48.91493,51.5191,43.48958,626.0416,82.26312,13.64294,16.2037,15.41522,15.033500575355362
2018-04-02 08:57:00,197,2.4297223433342894,49.001740000000005,51.47569,43.576385498046896,641.5509,81.71888,13.5923,16.1603,15.73351,14.966002379284015
2018-04-02 08:58:00,197,2.4399038016130725,49.04514,51.5191,43.576385498046896,645.4861,76.75798,13.59954,16.124129999999997,15.49479,15.02586445218891
2018-04-02 08:56:00,197,2.412877767196917,48.35069,51.47569,43.57639,636.6898,78.93169,13.55613,16.2037,15.84925,14.94871695742468
2018-04-02 08:59:00,197,2.449653,48.56771,51.5191,43.576385498046896,637.2686,77.60526999999999,13.614,16.124129999999997,15.65393,15.11863
2018-04-02 08:50:00,197,2.449653,48.35069,51.47569,43.4461784362793,638.0787,83.16328,13.628470000000002,16.21094,15.84925,15.08247
2018-04-02 08:52:00,197,2.448669,48.4375,51.47569,43.48958,652.8936,81.27738000000001,13.715279999999998,16.16753,15.73351,15.05353
2018-04-02 08:55:00,197,2.447953404796154,48.91493,51.5191,43.48958,626.0416,82.26312,13.64294,16.2037,15.41522,15.033500575355362
2018-04-02 08:57:00,197,2.4297223433342894,49.001740000000005,51.47569,43.576385498046896,641.5509,81.71888,13.5923,16.1603,15.73351,14.966002379284015
2018-04-02 08:51:00,197,2.46441,48.4809,51.5191,43.44618,642.9398,82.67394,13.5923,16.21094,15.84925,15.08247
2018-04-02 08:54:00,197,2.448669,48.26389,51.6059,43.4895820617676,620.3704,81.59356,13.628470000000002,16.13136,15.69734,15.08247
2018-04-02 08:53:00,197,2.46441,48.3941,51.47569,43.4895820617676,641.6666,82.29955,13.64294,16.16753,15.73351,15.08247
2018-04-02 08:55:00,197,2.447953404796154,48.91493,51.5191,43.48958,626.0416,82.26312,13.64294,16.2037,15.41522,15.033500575355362
2018-04-02 08:58:00,197,2.4399038016130725,49.04514,51.5191,43.576385498046896,645.4861,76.75798,13.59954,16.124129999999997,15.49479,15.02586445218891
2018-04-02 08:57:00,197,2.4297223433342894,49.001740000000005,51.47569,43.576385498046896,641.5509,81.71888,13.5923,16.1603,15.73351,14.966002379284015
2018-04-02 08:50:00,197,2.449653,48.35069,51.47569,43.4461784362793,638.0787,83.16328,13.628470000000002,16.21094,15.84925,15.08247
2018-04-02 08:54:00,197,2.448669,48.26389,51.6059,43.4895820617676,620.3704,81.59356,13.628470000000002,16.13136,15.69734,15.08247
2018-04-02 08:59:00,197,2.449653,48.56771,51.5191,43.576385498046896,637.2686,77.60526999999999,13.614,16.124129999999997,15.65393,15.11863
2018-04-02 08:53:00,197,2.46441,48.3941,51.47569,43.4895820617676,641.6666,82.29955,13.64294,16.16753,15.73351,15.08247
2018-04-02 08:52:00,197,2.448669,48.4375,51.47569,43.48958,652.8936,81.27738000000001,13.715279999999998,16.16753,15.73351,15.05353
2018-04-02 08:51:00,197,2.46441,48.4809,51.5191,43.44618,642.9398,82.67394,13.5923,16.21094,15.84925,15.08247
2018-04-02 08:56:00,197,2.412877767196917,48.35069,51.47569,43.57639,636.6898,78.93169,13.55613,16.2037,15.84925,14.94871695742468
2018-04-02 08:56:00,197,2.412877767196917,48.35069,51.47569,43.57639,636.6898,78.93169,13.55613,16.2037,15.84925,14.94871695742468
2018-04-02 08:52:00,197,2.448669,48.4375,51.47569,43.48958,652.8936,81.27738000000001,13.715279999999998,16.16753,15.73351,15.05353
2018-04-02 08:50:00,197,2.449653,48.35069,51.47569,43.4461784362793,638.0787,83.16328,13.628470000000002,16.21094,15.84925,15.08247
2018-04-02 08:57:00,197,2.4297223433342894,49.001740000000005,51.47569,43.576385498046896,641.5509,81.71888,13.5923,16.1603,15.73351,14.966002379284015
2018-04-02 08:58:00,197,2.4399038016130725,49.04514,51.5191,43.576385498046896,645.4861,76.75798,13.59954,16.124129999999997,15.49479,15.02586445218891
2018-04-02 08:54:00,197,2.448669,48.26389,51.6059,43.4895820617676,620.3704,81.59356,13.628470000000002,16.13136,15.69734,15.08247
2018-04-02 08:53:00,197,2.46441,48.3941,51.47569,43.4895820617676,641.6666,82.29955,13.64294,16.16753,15.73351,15.08247
2018-04-02 08:51:00,197,2.46441,48.4809,51.5191,43.44618,642.9398,82.67394,13.5923,16.21094,15.84925,15.08247
2018-04-02 08:55:00,197,2.447953404796154,48.91493,51.5191,43.48958,626.0416,82.26312,13.64294,16.2037,15.41522,15.033500575355362
2018-04-02 08:59:00,197,2.449653,48.56771,51.5191,43.576385498046896,637.2686,77.60526999999999,13.614,16.124129999999997,15.65393,15.11863
2018-04-02 08:57:00,197,2.4297223433342894,49.001740000000005,51.47569,43.576385498046896,641.5509,81.71888,13.5923,16.1603,15.73351,14.966002379284015
2018-04-02 08:51:00,197,2.46441,48.4809,51.5191,43.44618,642.9398,82.67394,13.5923,16.21094,15.84925,15.08247
2018-04-02 08:58:00,197,2.4399038016130725,49.04514,51.5191,43.576385498046896,645.4861,76.75798,13.59954,16.124129999999997,15.49479,15.02586445218891
2018-04-02 08:55:00,197,2.447953404796154,48.91493,51.5191,43.48958,626.0416,82.26312,13.64294,16.2037,15.41522,15.033500575355362
2018-04-02 08:50:00,197,2.449653,48.35069,51.47569,43.4461784362793,638.0787,83.16328,13.628470000000002,16.21094,15.84925,15.08247
2018-04-02 08:52:00,197,2.448669,48.4375,51.47569,43.48958,652.8936,81.27738000000001,13.715279999999998,16.16753,15.73351,15.05353
2018-04-02 08:56:00,197,2.412877767196917,48.35069,51.47569,43.57639,636.6898,78.93169,13.55613,16.2037,15.84925,14.94871695742468
2018-04-02 08:59:00,197,2.449653,48.56771,51.5191,43.576385498046896,637.2686,77.60526999999999,13.614,16.124129999999997,15.65393,15.11863
2018-04-02 08:54:00,197,2.448669,48.26389,51.6059,43.4895820617676,620.3704,81.59356,13.628470000000002,16.13136,15.69734,15.08247
2018-04-02 08:53:00,197,2.46441,48.3941,51.47569,43.4895820617676,641.6666,82.29955,13.64294,16.16753,15.73351,15.08247
2018-04-02 08:59:00,197,2.449653,48.56771,51.5191,43.576385498046896,637.2686,77.60526999999999,13.614,16.124129999999997,15.65393,15.11863
2018-04-02 08:54:00,197,2.448669,48.26389,51.6059,43.4895820617676,620.3704,81.59356,13.628470000000002,16.13136,15.69734,15.08247
2018-04-02 08:58:00,197,2.4399038016130725,49.04514,51.5191,43.576385498046896,645.4861,76.75798,13.59954,16.124129999999997,15.49479,15.02586445218891
2018-04-02 08:57:00,197,2.4297223433342894,49.001740000000005,51.47569,43.576385498046896,641.5509,81.71888,13.5923,16.1603,15.73351,14.966002379284015
2018-04-02 08:55:00,197,2.447953404796154,48.91493,51.5191,43.48958,626.0416,82.26312,13.64294,16.2037,15.41522,15.033500575355362
