block_id,anomalous
197,1
197,1
197,1
197,1
197,1
197,1
197,1
197,1
197,1
197,1
214,1
214,1
214,1
214,1
214,1
214,1
214,1
214,1
214,1
214,1
270,1
270,1
270,1
270,1
270,1
270,1
270,1
270,1
270,1
270,1
579,1
579,1
579,1
579,1
579,1
579,1
579,1
579,1
579,1
579,1
606,1
606,1
606,1
606,1
606,1
606,1
606,1
606,1
606,1
606,1
618,1
618,1
618,1
618,1
618,1
618,1
618,1
618,1
618,1
618,1
647,1
647,1
647,1
647,1
647,1
647,1
647,1
647,1
647,1
647,1
677,1
677,1
677,1
677,1
677,1
677,1
677,1
677,1
677,1
677,1
1293,1
1293,1
1293,1
1293,1
1293,1
1293,1
1293,1
1293,1
1293,1
1293,1
1315,1
1315,1
1315,1
1315,1
1315,1
1315,1
1315,1
1315,1
1315,1
1315,1
1316,1
1316,1
1316,1
1316,1
1316,1
1316,1
1316,1
1316,1
1316,1
1316,1
1319,1
1319,1
1319,1
1319,1
1319,1
1319,1
1319,1
1319,1
1319,1
1319,1
1320,1
1320,1
1320,1
1320,1
1320,1
1320,1
1320,1
1320,1
1320,1
1320,1
1321,1
1321,1
1321,1
1321,1
1321,1
1321,1
1321,1
1321,1
1321,1
1321,1
1322,1
1322,1
1322,1
1322,1
1322,1
1322,1
1322,1
1322,1
1322,1
1322,1
2035,1
2035,1
2035,1
2035,1
2035,1
2035,1
2035,1
2035,1
2035,1
2035,1
2668,1
2668,1
2668,1
2668,1
2668,1
2668,1
2668,1
2668,1
2668,1
2668,1
2707,1
2707,1
2707,1
2707,1
2707,1
2707,1
2707,1
2707,1
2707,1
2707,1
2771,1
2771,1
2771,1
2771,1
2771,1
2771,1
2771,1
2771,1
2771,1
2771,1
2785,1
2785,1
2785,1
2785,1
2785,1
2785,1
2785,1
2785,1
2785,1
2785,1
2812,1
2812,1
2812,1
2812,1
2812,1
2812,1
2812,1
2812,1
2812,1
2812,1
2863,1
2863,1
2863,1
2863,1
2863,1
2863,1
2863,1
2863,1
2863,1
2863,1
2865,1
2865,1
2865,1
2865,1
2865,1
2865,1
2865,1
2865,1
2865,1
2865,1
2902,1
2902,1
2902,1
2902,1
2902,1
2902,1
2902,1
2902,1
2902,1
2902,1
2907,1
2907,1
2907,1
2907,1
2907,1
2907,1
2907,1
2907,1
2907,1
2907,1
4086,1
4086,1
4086,1
4086,1
4086,1
4086,1
4086,1
4086,1
4086,1
4086,1
4087,1
4087,1
4087,1
4087,1
4087,1
4087,1
4087,1
4087,1
4087,1
4087,1
4106,1
4106,1
4106,1
4106,1
4106,1
4106,1
4106,1
4106,1
4106,1
4106,1
4121,1
4121,1
4121,1
4121,1
4121,1
4121,1
4121,1
4121,1
4121,1
4121,1
4140,1
4140,1
4140,1
4140,1
4140,1
4140,1
4140,1
4140,1
4140,1
4140,1
4375,1
4375,1
4375,1
4375,1
4375,1
4375,1
4375,1
4375,1
4375,1
4375,1
4419,1
4419,1
4419,1
4419,1
4419,1
4419,1
4419,1
4419,1
4419,1
4419,1
4437,1
4437,1
4437,1
4437,1
4437,1
4437,1
4437,1
4437,1
4437,1
4437,1
4438,1
4438,1
4438,1
4438,1
4438,1
4438,1
4438,1
4438,1
4438,1
4438,1
4439,1
4439,1
4439,1
4439,1
4439,1
4439,1
4439,1
4439,1
4439,1
4439,1
4440,1
4440,1
4440,1
4440,1
4440,1
4440,1
4440,1
4440,1
4440,1
4440,1
4461,1
4461,1
4461,1
4461,1
4461,1
4461,1
4461,1
4461,1
4461,1
4461,1
4499,1
4499,1
4499,1
4499,1
4499,1
4499,1
4499,1
4499,1
4499,1
4499,1
4515,1
4515,1
4515,1
4515,1
4515,1
4515,1
4515,1
4515,1
4515,1
4515,1
4528,1
4528,1
4528,1
4528,1
4528,1
4528,1
4528,1
4528,1
4528,1
4528,1
4534,1
4534,1
4534,1
4534,1
4534,1
4534,1
4534,1
4534,1
4534,1
4534,1
5737,1
5737,1
5737,1
5737,1
5737,1
5737,1
5737,1
5737,1
5737,1
5737,1
5784,1
5784,1
5784,1
5784,1
5784,1
5784,1
5784,1
5784,1
5784,1
5784,1
5795,1
5795,1
5795,1
5795,1
5795,1
5795,1
5795,1
5795,1
5795,1
5795,1
5796,1
5796,1
5796,1
5796,1
5796,1
5796,1
5796,1
5796,1
5796,1
5796,1
5797,1
5797,1
5797,1
5797,1
5797,1
5797,1
5797,1
5797,1
5797,1
5797,1
5850,1
5850,1
5850,1
5850,1
5850,1
5850,1
5850,1
5850,1
5850,1
5850,1
5926,1
5926,1
5926,1
5926,1
5926,1
5926,1
5926,1
5926,1
5926,1
5926,1
5934,1
5934,1
5934,1
5934,1
5934,1
5934,1
5934,1
5934,1
5934,1
5934,1
5935,1
5935,1
5935,1
5935,1
5935,1
5935,1
5935,1
5935,1
5935,1
5935,1
5971,1
5971,1
5971,1
5971,1
5971,1
5971,1
5971,1
5971,1
5971,1
5971,1
6046,1
6046,1
6046,1
6046,1
6046,1
6046,1
6046,1
6046,1
6046,1
6046,1
6994,1
6994,1
6994,1
6994,1
6994,1
6994,1
6994,1
6994,1
6994,1
6994,1
7007,1
7007,1
7007,1
7007,1
7007,1
7007,1
7007,1
7007,1
7007,1
7007,1
7046,1
7046,1
7046,1
7046,1
7046,1
7046,1
7046,1
7046,1
7046,1
7046,1
7119,1
7119,1
7119,1
7119,1
7119,1
7119,1
7119,1
7119,1
7119,1
7119,1
7128,1
7128,1
7128,1
7128,1
7128,1
7128,1
7128,1
7128,1
7128,1
7128,1
7134,1
7134,1
7134,1
7134,1
7134,1
7134,1
7134,1
7134,1
7134,1
7134,1
7141,1
7141,1
7141,1
7141,1
7141,1
7141,1
7141,1
7141,1
7141,1
7141,1
7222,1
7222,1
7222,1
7222,1
7222,1
7222,1
7222,1
7222,1
7222,1
7222,1
7226,1
7226,1
7226,1
7226,1
7226,1
7226,1
7226,1
7226,1
7226,1
7226,1
7292,1
7292,1
7292,1
7292,1
7292,1
7292,1
7292,1
7292,1
7292,1
7292,1
7295,1
7295,1
7295,1
7295,1
7295,1
7295,1
7295,1
7295,1
7295,1
7295,1
8811,1
8811,1
8811,1
8811,1
8811,1
8811,1
8811,1
8811,1
8811,1
8811,1
8870,1
8870,1
8870,1
8870,1
8870,1
8870,1
8870,1
8870,1
8870,1
8870,1
8871,1
8871,1
8871,1
8871,1
8871,1
8871,1
8871,1
8871,1
8871,1
8871,1
8906,1
8906,1
8906,1
8906,1
8906,1
8906,1
8906,1
8906,1
8906,1
8906,1
8924,1
8924,1
8924,1
8924,1
8924,1
8924,1
8924,1
8924,1
8924,1
8924,1
8952,1
8952,1
8952,1
8952,1
8952,1
8952,1
8952,1
8952,1
8952,1
8952,1
9010,1
9010,1
9010,1
9010,1
9010,1
9010,1
9010,1
9010,1
9010,1
9010,1
9013,1
9013,1
9013,1
9013,1
9013,1
9013,1
9013,1
9013,1
9013,1
9013,1
9029,1
9029,1
9029,1
9029,1
9029,1
9029,1
9029,1
9029,1
9029,1
9029,1
9202,1
9202,1
9202,1
9202,1
9202,1
9202,1
9202,1
9202,1
9202,1
9202,1
9215,1
9215,1
9215,1
9215,1
9215,1
9215,1
9215,1
9215,1
9215,1
9215,1
9304,1
9304,1
9304,1
9304,1
9304,1
9304,1
9304,1
9304,1
9304,1
9304,1
9305,1
9305,1
9305,1
9305,1
9305,1
9305,1
9305,1
9305,1
9305,1
9305,1
9306,1
9306,1
9306,1
9306,1
9306,1
9306,1
9306,1
9306,1
9306,1
9306,1
9307,1
9307,1
9307,1
9307,1
9307,1
9307,1
9307,1
9307,1
9307,1
9307,1
9316,1
9316,1
9316,1
9316,1
9316,1
9316,1
9316,1
9316,1
9316,1
9316,1
10493,1
10493,1
10493,1
10493,1
10493,1
10493,1
10493,1
10493,1
10493,1
10493,1
10541,1
10541,1
10541,1
10541,1
10541,1
10541,1
10541,1
10541,1
10541,1
10541,1
10555,1
10555,1
10555,1
10555,1
10555,1
10555,1
10555,1
10555,1
10555,1
10555,1
10607,1
10607,1
10607,1
10607,1
10607,1
10607,1
10607,1
10607,1
10607,1
10607,1
10865,1
10865,1
10865,1
10865,1
10865,1
10865,1
10865,1
10865,1
10865,1
10865,1
11060,1
11060,1
11060,1
11060,1
11060,1
11060,1
11060,1
11060,1
11060,1
11060,1
11445,1
11445,1
11445,1
11445,1
11445,1
11445,1
11445,1
11445,1
11445,1
11445,1
11978,1
11978,1
11978,1
11978,1
11978,1
11978,1
11978,1
11978,1
11978,1
11978,1
12751,1
12751,1
12751,1
12751,1
12751,1
12751,1
12751,1
12751,1
12751,1
12751,1
12798,1
12798,1
12798,1
12798,1
12798,1
12798,1
12798,1
12798,1
12798,1
12798,1
12830,1
12830,1
12830,1
12830,1
12830,1
12830,1
12830,1
12830,1
12830,1
12830,1
12835,1
12835,1
12835,1
12835,1
12835,1
12835,1
12835,1
12835,1
12835,1
12835,1
12845,1
12845,1
12845,1
12845,1
12845,1
12845,1
12845,1
12845,1
12845,1
12845,1
12897,1
12897,1
12897,1
12897,1
12897,1
12897,1
12897,1
12897,1
12897,1
12897,1
12931,1
12931,1
12931,1
12931,1
12931,1
12931,1
12931,1
12931,1
12931,1
12931,1
13353,1
13353,1
13353,1
13353,1
13353,1
13353,1
13353,1
13353,1
13353,1
13353,1
13391,1
13391,1
13391,1
13391,1
13391,1
13391,1
13391,1
13391,1
13391,1
13391,1
13398,1
13398,1
13398,1
13398,1
13398,1
13398,1
13398,1
13398,1
13398,1
13398,1
13666,1
13666,1
13666,1
13666,1
13666,1
13666,1
13666,1
13666,1
13666,1
13666,1
13696,1
13696,1
13696,1
13696,1
13696,1
13696,1
13696,1
13696,1
13696,1
13696,1
13705,1
13705,1
13705,1
13705,1
13705,1
13705,1
13705,1
13705,1
13705,1
13705,1
13754,1
13754,1
13754,1
13754,1
13754,1
13754,1
13754,1
13754,1
13754,1
13754,1
14602,1
14602,1
14602,1
14602,1
14602,1
14602,1
14602,1
14602,1
14602,1
14602,1
14648,1
14648,1
14648,1
14648,1
14648,1
14648,1
14648,1
14648,1
14648,1
14648,1
14696,1
14696,1
14696,1
14696,1
14696,1
14696,1
14696,1
14696,1
14696,1
14696,1
14707,1
14707,1
14707,1
14707,1
14707,1
14707,1
14707,1
14707,1
14707,1
14707,1
14708,1
14708,1
14708,1
14708,1
14708,1
14708,1
14708,1
14708,1
14708,1
14708,1
14709,1
14709,1
14709,1
14709,1
14709,1
14709,1
14709,1
14709,1
14709,1
14709,1
14807,1
14807,1
14807,1
14807,1
14807,1
14807,1
14807,1
14807,1
14807,1
14807,1
14817,1
14817,1
14817,1
14817,1
14817,1
14817,1
14817,1
14817,1
14817,1
14817,1
14819,1
14819,1
14819,1
14819,1
14819,1
14819,1
14819,1
14819,1
14819,1
14819,1
14824,1
14824,1
14824,1
14824,1
14824,1
14824,1
14824,1
14824,1
14824,1
14824,1
15244,1
15244,1
15244,1
15244,1
15244,1
15244,1
15244,1
15244,1
15244,1
15244,1
15885,1
15885,1
15885,1
15885,1
15885,1
15885,1
15885,1
15885,1
15885,1
15885,1
15912,1
15912,1
15912,1
15912,1
15912,1
15912,1
15912,1
15912,1
15912,1
15912,1
15933,1
15933,1
15933,1
15933,1
15933,1
15933,1
15933,1
15933,1
15933,1
15933,1
15971,1
15971,1
15971,1
15971,1
15971,1
15971,1
15971,1
15971,1
15971,1
15971,1
16240,1
16240,1
16240,1
16240,1
16240,1
16240,1
16240,1
16240,1
16240,1
16240,1
16275,1
16275,1
16275,1
16275,1
16275,1
16275,1
16275,1
16275,1
16275,1
16275,1
16457,1
16457,1
16457,1
16457,1
16457,1
16457,1
16457,1
16457,1
16457,1
16457,1
16560,1
16560,1
16560,1
16560,1
16560,1
16560,1
16560,1
16560,1
16560,1
16560,1
17140,1
17140,1
17140,1
17140,1
17140,1
17140,1
17140,1
17140,1
17140,1
17140,1
18220,1
18220,1
18220,1
18220,1
18220,1
18220,1
18220,1
18220,1
18220,1
18220,1
18269,1
18269,1
18269,1
18269,1
18269,1
18269,1
18269,1
18269,1
18269,1
18269,1
18419,1
18419,1
18419,1
18419,1
18419,1
18419,1
18419,1
18419,1
18419,1
18419,1
18599,1
18599,1
18599,1
18599,1
18599,1
18599,1
18599,1
18599,1
18599,1
18599,1
18651,1
18651,1
18651,1
18651,1
18651,1
18651,1
18651,1
18651,1
18651,1
18651,1
18652,1
18652,1
18652,1
18652,1
18652,1
18652,1
18652,1
18652,1
18652,1
18652,1
18653,1
18653,1
18653,1
18653,1
18653,1
18653,1
18653,1
18653,1
18653,1
18653,1
18654,1
