timestamp,block_id,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09
2018-04-02 00:00:00,144,2.45,45.83,52.34,44.79,639.58,78.57,13.09,16.16,15.49,15.11
2018-04-02 00:01:00,144,2.45,45.83,52.34,44.79,639.58,78.57,13.09,16.16,15.49,15.11
2018-04-02 00:02:00,144,2.44,45.74,52.3,44.79,634.83,79.06,13.12,16.13,15.56,15.11
2018-04-02 00:03:00,144,2.46,45.83,52.3,44.79,632.17,80.07,13.05,16.13,15.49,15.08
2018-04-02 00:04:00,144,2.44,45.61,52.34,44.79,638.31,77.7,13.14,16.13,15.81,15.11
2018-04-02 00:05:00,144,2.46,45.65,52.3,44.79,633.91,80.24,13.05,16.21,15.81,15.11
2018-04-02 00:06:00,144,2.44,45.78,52.3,44.87,638.31,76.86,13.23,16.21,15.65,15.08
2018-04-02 00:07:00,144,2.46,45.61,52.34,44.87,627.77,79.7,12.99,16.13,15.65,15.11
2018-04-02 00:08:00,144,2.44,45.44,52.3,44.87,628.12,79.29,12.99,16.16,15.65,15.11
2018-04-02 00:09:00,144,2.45,45.57,52.34,44.87,633.1,83.14,13.14,16.13,15.69,15.05
2018-04-02 00:10:00,145,2.45,45.57,52.34,44.87,633.1,83.14,13.14,16.13,15.69,15.05
2018-04-02 00:11:00,145,2.44,45.83,52.34,44.87,633.21,80.72,13.01,16.16,15.56,15.08
2018-04-02 00:12:00,145,2.46,45.65,52.34,44.87,648.84,82.6,12.99,16.21,15.65,15.11
2018-04-02 00:13:00,145,2.44,46.0,52.34,44.87,620.71,81.1,13.05,16.13,15.61,15.08
2018-04-02 00:14:00,145,2.46,45.65,52.3,44.87,627.43,83.35,13.02,16.12,15.81,15.01
2018-04-02 00:15:00,145,2.44,45.87,52.3,44.92,634.6,80.69,13.02,16.12,15.56,15.06
2018-04-02 00:16:00,145,2.45,46.0,52.3,44.92,643.86,82.63,12.94,16.16,15.41,15.11
2018-04-02 00:17:00,145,2.44,45.52,52.34,44.92,621.06,80.58,13.05,16.21,15.56,15.08
2018-04-02 00:18:00,145,2.45,46.0,52.34,44.92,627.31,81.87,12.99,16.12,15.73,15.11
2018-04-02 00:19:00,145,2.46,46.0,52.34,44.92,630.2,80.13,12.99,16.21,15.69,15.05
2018-04-02 00:20:00,146,2.44,45.78,52.3,44.92,631.36,79.8,13.09,16.12,15.65,15.11
2018-04-02 00:21:00,146,2.46,46.09,52.34,44.92,648.14,79.44,13.09,16.16,15.89,15.01
2018-04-02 00:22:00,146,2.44,45.87,52.34,44.92,627.54,77.27,13.09,16.2,15.73,15.08
2018-04-02 00:23:00,146,2.46,45.96,52.3,44.92,629.74,80.9,13.12,16.2,15.56,15.11
2018-04-02 00:24:00,146,2.44,45.61,52.34,44.96,634.72,79.05,12.99,16.16,15.65,15.08
2018-04-02 00:25:00,146,2.46,45.74,52.3,44.96,632.17,82.59,13.05,16.13,15.73,15.11
2018-04-02 00:26:00,146,2.44,45.83,52.3,44.96,634.6,78.96,13.05,16.13,15.81,14.97
2018-04-02 00:27:00,146,2.45,45.52,52.38,44.96,632.29,80.15,13.02,16.07,15.69,15.11
2018-04-02 00:28:00,146,2.46,45.65,52.34,44.96,639.58,78.61,12.99,16.16,15.61,15.16
2018-04-02 00:29:00,146,2.44,45.57,52.34,44.96,632.4,79.36,13.09,16.21,15.56,15.11
2018-04-02 00:30:00,147,2.46,45.61,52.3,44.96,631.94,81.36,13.12,16.13,15.76,15.08
2018-04-02 00:31:00,147,2.44,45.96,52.3,44.96,628.93,78.22,13.14,16.16,15.87,15.08
2018-04-02 00:32:00,147,2.46,45.87,52.34,44.96,628.35,78.51,13.14,16.13,15.45,15.08
2018-04-02 00:33:00,147,2.43,45.87,52.34,44.96,629.39,74.96,13.2,16.07,15.65,15.08
2018-04-02 00:34:00,147,2.46,45.61,52.34,45.0,639.07,77.27,13.17,16.16,15.65,15.11
2018-04-02 00:35:00,147,2.44,45.52,52.34,45.0,638.77,73.35,13.12,16.21,15.53,15.05
2018-04-02 00:36:00,147,2.45,45.61,52.34,45.0,636.8,77.25,13.17,16.24,15.84,15.08
2018-04-02 00:37:00,147,2.46,45.96,52.3,45.0,639.35,77.16,13.09,16.16,15.84,15.08
2018-04-02 00:38:00,147,2.44,45.44,52.34,45.0,628.24,76.26,13.14,16.21,15.61,15.05
2018-04-02 00:39:00,147,2.46,45.57,52.34,45.0,639.35,77.21,13.05,16.21,15.73,15.08
2018-04-02 00:40:00,148,2.44,45.83,52.34,45.0,643.51,74.92,13.17,16.16,15.82,15.12
2018-04-02 00:41:00,148,2.46,45.74,52.3,45.0,632.63,78.14,12.99,16.16,15.61,15.11
2018-04-02 00:42:00,148,2.44,45.83,52.34,45.0,643.05,75.87,13.17,16.2,15.49,15.05
2018-04-02 00:43:00,148,2.46,46.18,52.3,45.0,632.87,78.45,13.17,16.16,15.53,15.05
2018-04-02 00:44:00,148,2.44,46.0,52.34,45.09,630.67,77.38,13.12,16.16,15.69,15.08
2018-04-02 00:45:00,148,2.45,45.83,52.38,45.09,631.71,79.51,13.09,16.16,15.61,15.11
2018-04-02 00:46:00,148,2.45,45.87,52.34,45.09,632.17,78.16,13.17,16.16,15.61,15.05
2018-04-02 00:47:00,148,2.44,45.61,52.34,45.09,632.75,79.09,13.09,16.12,15.53,15.11
2018-04-02 00:48:00,148,2.46,45.65,52.3,45.09,630.43,79.62,13.05,16.16,16.02,15.05
2018-04-02 00:49:00,148,2.44,45.74,52.34,45.09,638.07,77.61,13.14,16.16,15.65,15.08
2018-04-02 00:50:00,149,2.44,45.74,52.34,45.09,638.07,77.61,13.14,16.16,15.65,15.08
2018-04-02 00:51:00,149,2.44,46.0,52.38,45.09,638.19,76.67,13.12,16.16,15.65,15.08
2018-04-02 00:52:00,149,2.46,45.78,52.34,45.09,635.06,79.26,13.2,16.21,16.02,15.11
2018-04-02 00:53:00,149,2.44,45.61,52.38,45.09,635.41,75.93,13.09,16.16,15.76,15.16
2018-04-02 00:54:00,149,2.45,45.83,52.38,45.09,635.06,78.79,13.12,16.16,15.69,15.11
2018-04-02 00:55:00,149,2.45,45.61,52.3,45.09,631.82,79.1,13.1,16.13,15.84,15.05
2018-04-02 00:56:00,149,2.44,45.87,52.34,45.13,633.33,78.04,13.09,16.13,15.69,15.08
2018-04-02 00:57:00,149,2.46,45.65,52.38,45.13,637.84,77.82,13.17,16.13,15.61,15.11
2018-04-02 00:58:00,149,2.44,45.87,52.38,45.09,643.86,75.14,13.02,16.16,15.56,15.11
2018-04-02 00:59:00,149,2.46,45.83,52.3,45.09,639.69,76.74,13.02,16.16,15.76,15.08
2018-04-02 01:00:00,150,2.46,45.87,52.34,45.09,641.55,76.98,13.09,16.21,15.56,15.08
2018-04-02 01:01:00,150,2.46,45.87,52.34,45.09,641.55,76.98,13.09,16.21,15.56,15.08
2018-04-02 01:02:00,150,2.44,46.26,52.34,45.09,633.68,75.94,13.05,16.07,15.81,15.08
2018-04-02 01:03:00,150,2.45,45.83,52.3,45.09,639.35,76.04,13.05,16.21,15.94,15.11
2018-04-02 01:04:00,150,2.45,45.65,52.3,45.09,632.4,75.06,13.17,16.13,15.61,15.08
2018-04-02 01:05:00,150,2.45,45.83,52.34,45.0,639.93,75.86,13.2,16.16,15.41,15.16
2018-04-02 01:06:00,150,2.46,45.65,52.34,45.0,646.52,76.13,13.23,16.21,15.65,15.08
2018-04-02 01:07:00,150,2.44,45.87,52.34,45.0,632.87,73.92,13.14,16.06,15.69,15.16
2018-04-02 01:08:00,150,2.46,46.09,52.38,45.0,641.43,76.58,13.17,16.2,15.33,15.05
2018-04-02 01:09:00,150,2.44,45.83,52.38,45.0,637.96,74.09,13.14,16.12,15.65,15.05
2018-04-02 01:10:00,151,2.46,46.09,52.34,44.96,630.09,74.99,13.12,16.06,15.73,15.05
2018-04-02 01:11:00,151,2.44,45.96,52.34,44.96,632.06,71.07,13.12,16.2,15.61,15.08
2018-04-02 01:12:00,151,2.45,46.0,52.34,44.96,635.76,75.11,13.17,16.24,15.61,15.05
2018-04-02 01:13:00,151,2.45,46.26,52.38,44.96,638.31,75.27,13.14,16.12,15.56,15.08
2018-04-02 01:14:00,151,2.44,46.31,52.38,44.96,629.28,77.06,13.14,16.2,15.56,15.11
2018-04-02 01:15:00,151,2.46,46.48,52.38,44.96,631.13,75.74,13.05,16.16,15.76,15.05
2018-04-02 01:16:00,151,2.44,46.74,52.34,44.92,639.0,75.45,13.17,16.06,15.41,15.11
2018-04-02 01:17:00,151,2.46,46.65,52.34,44.92,638.88,78.03,13.17,16.12,15.69,15.08
2018-04-02 01:18:00,151,2.44,46.18,52.34,44.92,636.34,75.11,13.2,16.18,15.73,15.08
2018-04-02 01:19:00,151,2.46,46.05,52.38,44.92,639.0,78.07,13.05,16.13,15.74,15.08
2018-04-02 01:30:00,153,2.45,46.48,52.34,44.79,637.26,75.37,13.02,16.16,15.76,15.11
2018-04-02 01:31:00,153,2.45,46.31,52.34,44.79,641.78,73.07,12.99,16.16,15.76,15.08
2018-04-02 01:32:00,153,2.44,46.18,52.38,44.79,641.92,74.52,13.02,16.12,15.69,15.11
2018-04-02 01:33:00,153,2.46,46.09,52.3,44.79,636.22,75.04,13.05,16.12,15.73,15.08
2018-04-02 01:34:00,153,2.44,45.96,52.34,44.79,634.49,73.24,13.05,16.16,15.56,15.08
2018-04-02 01:35:00,153,2.46,45.65,52.38,44.79,635.41,73.99,13.02,16.12,16.05,15.11
2018-04-02 01:36:00,153,2.43,46.05,52.34,44.79,633.21,72.64,13.09,16.21,15.69,15.11
2018-04-02 01:37:00,153,2.46,46.26,52.38,44.79,621.29,75.29,13.12,16.21,15.65,15.11
2018-04-02 01:38:00,153,2.44,46.39,52.34,44.74,654.97,71.93,13.09,16.2,15.7,15.11
2018-04-02 01:39:00,153,2.45,46.44,52.34,44.74,641.89,76.52,12.97,16.13,15.65,15.08
2018-04-02 01:40:00,154,2.45,46.31,52.34,44.74,644.32,74.54,13.02,16.13,15.61,15.05
2018-04-02 01:41:00,154,2.44,46.31,52.38,44.74,629.74,76.14,13.05,16.16,15.69,15.08
2018-04-02 01:42:00,154,2.46,46.44,52.38,44.74,637.84,75.46,13.05,16.24,15.49,15.08
2018-04-02 01:43:00,154,2.44,46.7,52.34,44.7,646.75,71.93,13.02,16.21,15.69,15.08
2018-04-02 01:44:00,154,2.46,46.39,52.34,44.7,635.64,71.84,13.17,16.07,15.61,15.08
2018-04-02 01:45:00,154,2.44,46.22,52.34,44.7,628.81,69.8,13.05,16.16,15.76,15.05
2018-04-02 01:46:00,154,2.45,46.31,52.38,44.7,639.12,71.79,13.02,16.21,15.73,15.05
2018-04-02 01:47:00,154,2.44,46.31,52.3,44.66,647.8,69.73,13.14,16.16,15.49,15.11
2018-04-02 01:48:00,154,2.45,46.61,52.34,44.66,646.87,72.53,13.09,16.16,15.69,15.08
2018-04-02 01:49:00,154,2.45,46.44,52.38,44.66,639.35,71.97,13.02,16.16,15.69,15.01
2018-04-02 01:50:00,155,2.44,46.7,52.34,44.57,642.47,71.64,13.09,16.24,15.49,15.16
2018-04-02 01:51:00,155,2.46,46.65,52.38,44.57,641.89,72.22,13.02,16.13,15.41,15.08
2018-04-02 01:52:00,155,2.44,46.83,52.34,44.57,633.33,72.7,13.02,16.07,15.65,15.11
2018-04-02 01:53:00,155,2.46,46.7,52.34,44.57,637.84,72.92,13.05,16.16,15.61,15.11
2018-04-02 01:54:00,155,2.44,46.61,52.34,44.53,629.62,72.38,13.02,16.24,15.76,15.11
2018-04-02 01:55:00,155,2.46,46.83,52.34,44.53,632.63,75.85,13.09,16.21,16.02,15.08
2018-04-02 01:56:00,155,2.44,46.61,52.38,44.53,641.08,73.06,13.09,16.16,15.61,15.08
2018-04-02 01:57:00,155,2.45,46.09,52.34,44.48,636.68,75.02,13.12,16.16,15.53,15.05
2018-04-02 01:58:00,155,2.45,46.05,52.34,44.48,631.71,73.28,13.09,16.06,15.82,15.11
2018-04-02 01:59:00,155,2.44,45.65,52.38,44.48,643.51,73.7,12.97,16.12,15.61,15.08
2018-04-02 02:10:00,157,2.44,46.48,52.34,44.31,640.85,72.44,13.05,16.13,15.84,15.08
2018-04-02 02:11:00,157,2.46,46.65,52.3,44.27,631.36,74.88,13.05,16.21,15.53,15.08
2018-04-02 02:12:00,157,2.44,46.65,52.82,44.27,645.94,73.51,13.05,16.16,15.65,15.08
2018-04-02 02:13:00,157,2.46,46.61,52.34,44.27,638.07,76.08,12.99,16.16,15.81,15.05
2018-04-02 02:14:00,157,2.44,46.39,52.34,44.27,641.43,72.3,13.05,16.16,15.85,15.08
2018-04-02 02:15:00,157,2.45,45.87,52.38,44.27,652.66,75.91,13.05,16.12,15.74,15.11
2018-04-02 02:16:00,157,2.45,45.61,52.34,44.22,634.6,72.37,13.02,16.12,15.56,15.05
2018-04-02 02:17:00,157,2.44,45.87,52.34,44.22,635.06,75.27,13.05,16.2,15.76,15.05
2018-04-02 02:18:00,157,2.46,46.09,52.38,44.22,646.06,74.79,13.05,16.2,15.65,15.11
2018-04-02 02:19:00,157,2.44,45.96,52.34,44.14,634.25,74.56,13.14,16.16,15.61,15.16
2018-04-02 02:40:00,160,2.46,46.39,52.3,44.09,630.9,76.72,13.14,16.21,15.76,15.08
2018-04-02 02:41:00,160,2.44,46.52,52.3,44.09,643.93,74.7,13.17,16.06,15.61,15.08
2018-04-02 02:42:00,160,2.45,46.65,52.25,44.09,638.19,74.9,13.17,16.21,15.84,15.08
2018-04-02 02:43:00,160,2.45,46.52,52.25,44.09,647.91,73.5,13.09,16.06,15.61,15.11
2018-04-02 02:44:00,160,2.44,46.65,52.3,44.05,639.35,75.7,13.17,16.16,15.53,15.08
2018-04-02 02:45:00,160,2.46,46.65,52.3,44.05,649.42,76.77,13.17,16.16,15.73,15.11
2018-04-02 02:46:00,160,2.44,46.74,52.3,44.05,630.98,76.63,13.12,16.16,15.53,15.16
