epoch,train_loss,val_loss,val_mcmae
1,0.2487696889081392,0.12006082218140364,0.5246414321147418
2,0.1308079091510896,0.1191417532041669,0.5805834142133075
3,0.13043295030706914,0.12320022620260715,0.5280383910277149
4,0.13090098718630858,0.1209745429456234,0.5799363744203602
5,0.12808848762049757,0.12782024778425694,0.46705489054243504
6,0.1273434942652439,0.12347638811916113,0.5593119810201661
7,0.12817641650808267,0.11831764560192823,0.6080286854308206
8,0.12681405133856782,0.13840944124385715,0.4874636040116467
9,0.12596328470470577,0.11814665533602238,0.640650274991912
10,0.12850809496153018,0.12093667350709439,0.6069502857759085
11,0.12138270013162802,0.11940402742475272,0.5877817319098457
12,0.12735963297429784,0.11880727782845497,0.6049013264315756
13,0.12470744143015351,0.123209847509861,0.5428933462741292
14,0.11809587481206861,0.11899812007322907,0.5702846975088968
15,0.11970534533069566,0.12976569049060344,0.592122290520867
16,0.11499374750359305,0.13709978982806206,0.6280329990294402
17,0.11635120970935657,0.12259312011301518,0.5602286207268413
18,0.12027682292050329,0.12565198093652724,0.5824166936266579
19,0.11196375064680289,0.12308404333889485,0.6180847622128761
20,0.11051338338774853,0.12234970405697823,0.603472446888817
21,0.10897888985366143,0.11989147085696458,0.643373234120565
22,0.11090845151579586,0.1322477491106838,0.535263668715626
23,0.11093009661497741,0.11917018480598926,0.6189205219454329
24,0.116608667765455,0.13288344964385032,0.5744095761889356
25,0.11997323269666783,0.13051255671307443,0.5503882238757684
26,0.12422198544673879,0.12308236174285411,0.6954868974441928
27,0.11205480670363739,0.12184001132845879,0.6139868435242101
28,0.10279504275270578,0.11583916805684566,0.6501941119378842
