block_id,anomalous
4089,1
15915,0
10803,0
13746,0
11253,0
6289,0
145,0
2888,0
12090,0
2904,0
5945,0
13463,0
13703,0
15173,0
4141,0
5760,0
4535,0
2819,0
11255,0
11072,0
2818,0
13473,0
18585,0
4124,0
4510,0
2614,0
11982,0
5884,0
230,0
15974,0
17266,0
14822,0
10815,0
17142,0
1732,0
8926,0
10562,0
16182,0
12966,0
2724,0
2760,0
4434,0
4177,0
5978,0
15897,0
1281,0
17184,0
5670,0
17183,0
11092,0
9042,0
2622,0
8971,0
10832,0
12024,0
14875,0
1700,0
2635,0
4138,0
10603,0
13460,0
8909,0
6938,0
8897,0
4140,1
5902,0
228,0
8880,0
1392,0
6986,0
1352,0
15222,0
1708,0
7263,0
7088,0
14838,0
2785,1
211,0
15969,1
15143,0
7039,0
5665,0
14852,0
1381,0
15204,0
1308,1
9036,0
650,0
1241,1
14602,1
17178,0
2120,0
18166,0
14978,0
2062,0
2698,0
1297,0
10855,0
17164,0
13706,0
9299,0
4385,0
622,0
12070,0
5656,0
13770,0
9005,0
4531,0
2513,0
2558,0
15142,0
7196,0
12009,0
13470,0
5875,0
11265,0
11183,0
17143,0
13469,0
7108,0
5784,1
11077,0
4630,0
13663,0
6994,1
5898,0
2687,0
16507,0
707,0
2889,0
15923,0
704,0
7233,0
4082,0
8968,0
7275,0
6232,0
13659,0
9316,1
10863,0
7104,0
13753,0
14823,0
14903,0
1196,0
16209,0
5999,0
7246,0
15904,0
258,0
14937,0
14770,0
16174,0
13363,0
16133,0
17239,0
11238,0
13733,0
2044,0
18339,0
11186,0
9015,0
7139,0
12934,0
7242,0
2745,0
18606,0
222,0
698,0
18617,0
4431,0
16140,0
10578,0
18309,0
7113,0
2063,0
6281,0
4165,0
10528,0
4153,0
8800,0
16158,0
7152,0
12745,0
6907,0
15229,0
18319,0
4576,0
6240,0
2026,0
14729,0
678,0
11217,0
7066,0
2789,0
6276,0
2567,0
18674,0
7033,0
14859,0
13761,0
16542,0
9014,0
6026,0
18153,0
5704,0
2047,0
13768,0
11237,0
11426,0
2784,0
11278,0
12097,0
7134,1
1221,0
13747,0
662,0
7067,0
15205,0
10593,0
15217,0
16254,0
1190,0
6298,0
16167,0
11243,0
9265,0
6255,0
629,0
5698,0
16548,0
4090,0
14917,0
15188,0
16495,0
4155,0
2864,0
2573,0
10586,0
13380,0
7221,0
18664,0
4479,0
10775,0
14658,0
18329,0
1220,0
6265,0
11990,0
15202,0
692,0
2680,0
10798,0
7074,0
7224,0
7265,0
10597,0
2642,0
4617,0
7334,0
7249,0
231,0
14836,0
10487,0
12771,0
7116,0
14579,0
2881,0
2667,0
5677,0
10839,0
7160,0
12850,0
12942,0
2478,0
9310,0
7017,0
6277,0
2533,0
1337,0
9214,0
17217,0
7049,0
14735,0
4441,0
5947,0
16490,0
18150,0
661,0
15193,0
9267,0
11133,0
12884,0
1185,0
13672,0
16496,0
14853,0
13638,0
15913,0
13448,1
10574,0
11171,0
14798,0
16205,0
14692,0
11272,0
5853,0
1156,0
11281,0
12064,0
645,0
1253,0
6270,0
10530,0
14803,0
4459,0
15917,0
17149,0
2798,0
15898,0
13408,0
18405,0
7289,0
8908,0
4170,0
13429,0
18271,0
11239,0
2896,0
16486,0
18283,0
10826,0
16228,0
15210,0
266,0
260,0
16173,0
5878,0
18161,0
2780,0
13464,0
10877,0
7189,0
4484,0
16557,0
9022,0
9189,0
4096,0
2690,0
8895,0
16541,0
18268,0
1358,0
6953,0
12728,0
1198,0
2103,0
8896,0
13717,0
5828,0
15947,0
9275,0
5642,0
16510,0
5669,0
10514,0
1159,0
1289,0
12782,0
18211,0
8790,0
14898,0
2723,0
10584,0
2699,0
14968,0
7213,0
6238,0
18245,0
14897,0
18177,0
641,0
14745,0
9292,0
13719,0
7155,0
13675,0
18189,0
12930,0
7130,0
2118,0
7308,0
13477,0
12851,0
13651,0
627,0
2755,0
17226,0
15954,0
14730,0
4583,0
12752,0
6288,0
2885,0
11257,0
18394,0
1325,0
14842,0
5879,0
6259,0
576,0
4372,0
9008,0
11258,0
5764,0
10534,0
7268,0
18193,0
2836,0
11212,0
2729,0
12846,0
2869,0
18258,0
637,0
5743,0
5714,0
14781,0
1742,0
14747,0
18365,0
165,0
12107,0
1709,0
2034,0
18220,1
11187,0
13730,0
8821,0
10600,0
1246,0
10884,0
630,0
2641,0
232,0
18154,0
16187,0
5994,0
7301,0
9016,0
8913,0
2620,0
4534,1
16163,0
2688,0
11119,0
13393,0
14626,0
4189,0
618,1
9002,0
17157,0
605,0
14830,0
11154,0
8985,0
9319,0
10618,0
15900,0
4615,0
12703,0
14783,0
9308,0
5787,0
5679,0
4366,0
18577,0
146,0
11078,0
4388,0
11157,0
14606,0
10493,1
12722,0
6053,0
14849,0
9276,0
5856,0
17198,0
2500,0
2129,0
15138,0
17156,0
7147,0
8778,0
2816,0
5668,0
16210,0
18327,0
6058,0
14689,0
14787,0
2744,0
5789,0
12100,0
7190,0
14811,0
14691,0
9041,0
6915,0
6021,0
15264,0
13705,1
4424,0
18345,0
660,0
11985,0
14684,0
9218,0
14795,0
2512,0
12102,0
2704,0
10868,0
18207,0
4627,0
6254,0
4072,0
12787,0
14614,0
11080,0
15906,0
13766,0
14725,0
7112,0
18588,0
16159,0
7117,0
11263,0
13486,0
16431,0
18377,0
18294,0
4489,0
4062,0
18635,0
6027,0
17145,0
1355,0
15237,0
14948,0
6923,0
18608,0
12738,0
2602,0
10899,0
16463,0
6974,0
1234,0
9261,0
18620,0
5834,0
4503,0
4500,0
1741,0
12071,0
5755,0
2640,0
7168,0
18182,0
16531,0
12022,0
12013,0
11185,0
15155,0
13737,0
1359,0
5888,0
2866,0
16165,0
12689,0
7032,0
1184,0
18228,0
13758,0
1274,0
12091,0
12026,0
8964,0
14752,0
2811,0
15160,0
16527,0
8772,0
4068,0
12747,0
14591,0
1398,0
17272,0
7287,0
8927,0
8783,0
18595,0
18224,0
5747,0
14734,0
16475,0
2087,0
11063,0
18282,0
12039,0
13642,0
18583,0
14919,0
12844,0
4501,0
12951,0
5740,0
18306,0
14564,0
11209,0
12032,0
280,0
7236,0
17140,1
12755,0
16526,0
590,0
17220,0
7177,0
5909,0
10849,0
